,y,x,xtest
0,100.0,14.0,46.15962742734996
1,100.0,10.0,46.15962742734996
2,100.0,30.0,46.15962742734996
3,100.0,10.0,46.15962742734996
4,100.0,91.0,46.15962742734996
5,100.0,100.0,46.15962742734996
6,100.0,90.0,46.15962742734996
7,100.0,19.0,46.15962742734996
8,100.0,29.0,46.15962742734996
9,100.0,40.0,46.15962742734996
10,100.0,30.0,46.15962742734996
11,100.0,30.0,46.15962742734996
12,100.0,10.0,46.15962742734996
13,100.0,40.0,46.15962742734996
14,100.0,365.0,46.15962742734996
15,100.0,270.0,46.15962742734996
16,100.0,10.0,46.15962742734996
17,100.0,14.0,46.15962742734996
18,100.0,29.0,46.15962742734996
19,100.0,30.0,46.15962742734996
20,100.0,30.0,46.15962742734996
21,100.0,10.0,46.15962742734996
22,100.0,30.0,46.15962742734996
23,100.0,30.0,46.15962742734996
24,100.0,12.0,46.15962742734996
25,100.0,30.0,46.15962742734996
26,100.0,30.0,46.15962742734996
27,100.0,30.0,46.15962742734996
28,100.0,32.0,46.15962742734996
29,100.0,30.0,46.15962742734996
30,100.0,28.0,46.15962742734996
31,100.0,15.0,46.15962742734996
32,100.0,90.0,46.15962742734996
33,100.0,30.0,46.15962742734996
34,100.0,91.0,46.15962742734996
35,100.0,38.0,46.15962742734996
36,100.0,30.0,46.15962742734996
37,100.0,30.0,46.15962742734996
38,100.0,30.0,46.15962742734996
39,100.0,10.0,46.15962742734996
40,100.0,56.0,46.15962742734996
41,100.0,30.0,46.15962742734996
42,100.0,156.0,46.15962742734996
43,100.0,14.0,46.15962742734996
44,100.0,30.0,46.15962742734996
45,100.0,10.0,46.15962742734996
46,100.0,15.0,46.15962742734996
47,100.0,30.0,46.15962742734996
48,100.0,28.0,46.15962742734996
49,100.0,30.0,46.15962742734996
50,100.0,30.0,46.15962742734996
51,100.0,30.0,46.15962742734996
52,100.0,90.0,46.15962742734996
53,100.0,28.0,46.15962742734996
54,100.0,28.0,46.15962742734996
55,100.0,15.0,46.15962742734996
56,100.0,11.0,46.15962742734996
57,100.0,10.0,46.15962742734996
58,100.0,91.0,46.15962742734996
59,100.0,400.0,46.15962742734996
60,100.0,25.0,46.15962742734996
61,100.0,30.0,46.15962742734996
62,100.0,28.0,46.15962742734996
63,100.0,30.0,46.15962742734996
64,100.0,10.0,46.15962742734996
65,100.0,30.0,46.15962742734996
66,100.0,10.0,46.15962742734996
67,100.0,30.0,46.15962742734996
68,100.0,30.0,46.15962742734996
69,100.0,30.0,46.15962742734996
70,100.0,10.0,46.15962742734996
71,100.0,21.0,46.15962742734996
72,100.0,13.0,46.15962742734996
73,100.0,30.0,46.15962742734996
74,100.0,10.0,46.15962742734996
75,100.0,15.0,46.15962742734996
76,100.0,10.0,46.15962742734996
77,100.0,90.0,46.15962742734996
78,100.0,180.0,46.15962742734996
79,100.0,30.0,46.15962742734996
80,100.0,14.0,46.15962742734996
81,100.0,30.0,46.15962742734996
82,100.0,90.0,46.15962742734996
83,100.0,10.0,46.15962742734996
84,100.0,30.0,46.15962742734996
85,100.0,91.0,46.15962742734996
86,100.0,90.0,46.15962742734996
87,100.0,91.0,46.15962742734996
88,100.0,28.0,46.15962742734996
89,100.0,30.0,46.15962742734996
90,100.0,20.0,46.15962742734996
91,100.0,10.0,46.15962742734996
92,100.0,15.0,46.15962742734996
93,100.0,22.0,46.15962742734996
94,100.0,28.0,46.15962742734996
95,100.0,30.0,46.15962742734996
96,100.0,31.0,46.15962742734996
97,100.0,30.0,46.15962742734996
98,100.0,14.0,46.15962742734996
99,100.0,30.0,46.15962742734996
100,100.0,110.0,46.15962742734996
101,100.0,10.0,46.15962742734996
102,100.0,30.0,46.15962742734996
103,100.0,91.0,46.15962742734996
104,100.0,20.0,46.15962742734996
105,100.0,12.0,46.15962742734996
106,100.0,10.0,46.15962742734996
107,100.0,30.0,46.15962742734996
108,100.0,28.0,46.15962742734996
109,100.0,45.0,46.15962742734996
110,100.0,30.0,46.15962742734996
111,100.0,14.0,46.15962742734996
112,100.0,14.0,46.15962742734996
113,100.0,10.0,46.15962742734996
114,100.0,28.0,46.15962742734996
115,100.0,13.0,46.15962742734996
116,100.0,28.0,46.15962742734996
117,100.0,15.0,46.15962742734996
118,100.0,30.0,46.15962742734996
119,100.0,10.0,46.15962742734996
120,100.0,30.0,46.15962742734996
121,100.0,85.0,46.15962742734996
122,100.0,30.0,46.15962742734996
123,100.0,30.0,46.15962742734996
124,100.0,90.0,46.15962742734996
125,100.0,120.0,46.15962742734996
126,100.0,30.0,46.15962742734996
127,100.0,15.0,46.15962742734996
128,100.0,60.0,46.15962742734996
129,100.0,10.0,46.15962742734996
130,100.0,90.0,46.15962742734996
131,100.0,10.0,46.15962742734996
132,100.0,10.0,46.15962742734996
133,100.0,20.0,46.15962742734996
134,100.0,10.0,46.15962742734996
135,100.0,30.0,46.15962742734996
136,100.0,12.0,46.15962742734996
137,100.0,30.0,46.15962742734996
138,100.0,30.0,46.15962742734996
139,100.0,30.0,46.15962742734996
140,100.0,100.0,46.15962742734996
141,100.0,21.0,46.15962742734996
142,100.0,20.0,46.15962742734996
143,100.0,14.0,46.15962742734996
144,99.0,30.0,45.94805135253715
145,99.0,10.0,45.94805135253715
146,99.0,30.0,45.94805135253715
147,99.0,30.0,45.94805135253715
148,99.0,30.0,45.94805135253715
149,99.0,15.0,45.94805135253715
150,99.0,30.0,45.94805135253715
151,99.0,30.0,45.94805135253715
152,99.0,15.0,45.94805135253715
153,99.0,15.0,45.94805135253715
154,99.0,20.0,45.94805135253715
155,99.0,92.0,45.94805135253715
156,99.0,10.0,45.94805135253715
157,99.0,10.0,45.94805135253715
158,99.0,300.0,45.94805135253715
159,99.0,28.0,45.94805135253715
160,99.0,30.0,45.94805135253715
161,99.0,21.0,45.94805135253715
162,99.0,20.0,45.94805135253715
163,99.0,70.0,45.94805135253715
164,99.0,10.0,45.94805135253715
165,99.0,28.0,45.94805135253715
166,99.0,30.0,45.94805135253715
167,99.0,15.0,45.94805135253715
168,99.0,30.0,45.94805135253715
169,99.0,30.0,45.94805135253715
170,99.0,30.0,45.94805135253715
171,99.0,10.0,45.94805135253715
172,99.0,14.0,45.94805135253715
173,99.0,30.0,45.94805135253715
174,99.0,30.0,45.94805135253715
175,99.0,30.0,45.94805135253715
176,99.0,30.0,45.94805135253715
177,98.0,20.0,45.73647527772433
178,98.0,100.0,45.73647527772433
179,98.0,270.0,45.73647527772433
180,98.0,120.0,45.73647527772433
181,98.0,12.0,45.73647527772433
182,98.0,30.0,45.73647527772433
183,98.0,50.0,45.73647527772433
184,98.0,90.0,45.73647527772433
185,98.0,25.0,45.73647527772433
186,98.0,30.0,45.73647527772433
187,98.0,14.0,45.73647527772433
188,98.0,10.0,45.73647527772433
189,98.0,10.0,45.73647527772433
190,98.0,20.0,45.73647527772433
191,98.0,60.0,45.73647527772433
192,98.0,28.0,45.73647527772433
193,98.0,30.0,45.73647527772433
194,98.0,30.0,45.73647527772433
195,98.0,30.0,45.73647527772433
196,98.0,120.0,45.73647527772433
197,98.0,91.0,45.73647527772433
198,97.0,91.0,45.52489920291152
199,97.0,10.0,45.52489920291152
200,96.0,27.0,45.3133231280987
201,96.0,30.0,45.3133231280987
202,96.0,28.0,45.3133231280987
203,96.0,270.0,45.3133231280987
204,96.0,30.0,45.3133231280987
205,95.0,30.0,45.10174705328589
206,95.0,10.0,45.10174705328589
207,95.0,10.0,45.10174705328589
208,95.0,30.0,45.10174705328589
209,95.0,365.0,45.10174705328589
210,95.0,10.0,45.10174705328589
211,95.0,270.0,45.10174705328589
212,95.0,15.0,45.10174705328589
213,95.0,14.0,45.10174705328589
214,95.0,21.0,45.10174705328589
215,95.0,10.0,45.10174705328589
216,95.0,19.0,45.10174705328589
217,95.0,28.0,45.10174705328589
218,95.0,10.0,45.10174705328589
219,95.0,10.0,45.10174705328589
220,95.0,30.0,45.10174705328589
221,95.0,14.0,45.10174705328589
222,95.0,270.0,45.10174705328589
223,95.0,30.0,45.10174705328589
224,95.0,90.0,45.10174705328589
225,95.0,45.0,45.10174705328589
226,95.0,30.0,45.10174705328589
227,95.0,15.0,45.10174705328589
228,95.0,30.0,45.10174705328589
229,95.0,14.0,45.10174705328589
230,95.0,14.0,45.10174705328589
231,95.0,30.0,45.10174705328589
232,95.0,14.0,45.10174705328589
233,95.0,91.0,45.10174705328589
234,95.0,30.0,45.10174705328589
235,95.0,29.0,45.10174705328589
236,95.0,15.0,45.10174705328589
237,95.0,89.0,45.10174705328589
238,95.0,30.0,45.10174705328589
239,95.0,10.0,45.10174705328589
240,95.0,270.0,45.10174705328589
241,95.0,30.0,45.10174705328589
242,95.0,91.0,45.10174705328589
243,95.0,30.0,45.10174705328589
244,95.0,29.0,45.10174705328589
245,95.0,91.0,45.10174705328589
246,95.0,10.0,45.10174705328589
247,95.0,26.0,45.10174705328589
248,95.0,15.0,45.10174705328589
249,95.0,10.0,45.10174705328589
250,95.0,10.0,45.10174705328589
251,95.0,30.0,45.10174705328589
252,95.0,90.0,45.10174705328589
253,95.0,30.0,45.10174705328589
254,95.0,14.0,45.10174705328589
255,94.0,91.0,44.89017097847308
256,94.0,30.0,44.89017097847308
257,94.0,30.0,44.89017097847308
258,94.0,90.0,44.89017097847308
259,94.0,30.0,44.89017097847308
260,94.0,91.0,44.89017097847308
261,93.0,30.0,44.67859490366027
262,93.0,30.0,44.67859490366027
263,93.0,31.0,44.67859490366027
264,93.0,10.0,44.67859490366027
265,93.0,14.0,44.67859490366027
266,92.0,30.0,44.46701882884746
267,92.0,91.0,44.46701882884746
268,92.0,91.0,44.46701882884746
269,92.0,13.0,44.46701882884746
270,91.0,91.0,44.25544275403464
271,91.0,30.0,44.25544275403464
272,90.0,500.0,44.04386667922183
273,90.0,30.0,44.04386667922183
274,90.0,10.0,44.04386667922183
275,90.0,60.0,44.04386667922183
276,90.0,21.0,44.04386667922183
277,90.0,90.0,44.04386667922183
278,90.0,30.0,44.04386667922183
279,90.0,30.0,44.04386667922183
280,90.0,30.0,44.04386667922183
281,90.0,14.0,44.04386667922183
282,90.0,29.0,44.04386667922183
283,90.0,20.0,44.04386667922183
284,90.0,10.0,44.04386667922183
285,90.0,30.0,44.04386667922183
286,90.0,10.0,44.04386667922183
287,90.0,30.0,44.04386667922183
288,90.0,30.0,44.04386667922183
289,90.0,14.0,44.04386667922183
290,90.0,15.0,44.04386667922183
291,90.0,15.0,44.04386667922183
292,90.0,10.0,44.04386667922183
293,90.0,30.0,44.04386667922183
294,90.0,14.0,44.04386667922183
295,90.0,25.0,44.04386667922183
296,90.0,30.0,44.04386667922183
297,90.0,14.0,44.04386667922183
298,90.0,20.0,44.04386667922183
299,90.0,30.0,44.04386667922183
300,90.0,31.0,44.04386667922183
301,90.0,50.0,44.04386667922183
302,90.0,30.0,44.04386667922183
303,90.0,31.0,44.04386667922183
304,90.0,10.0,44.04386667922183
305,90.0,30.0,44.04386667922183
306,90.0,30.0,44.04386667922183
307,90.0,30.0,44.04386667922183
308,90.0,10.0,44.04386667922183
309,90.0,14.0,44.04386667922183
310,90.0,15.0,44.04386667922183
311,90.0,30.0,44.04386667922183
312,90.0,20.0,44.04386667922183
313,90.0,16.0,44.04386667922183
314,90.0,15.0,44.04386667922183
315,90.0,10.0,44.04386667922183
316,90.0,28.0,44.04386667922183
317,90.0,12.0,44.04386667922183
318,90.0,20.0,44.04386667922183
319,90.0,92.0,44.04386667922183
320,90.0,30.0,44.04386667922183
321,90.0,20.0,44.04386667922183
322,90.0,13.0,44.04386667922183
323,90.0,28.0,44.04386667922183
324,90.0,30.0,44.04386667922183
325,90.0,20.0,44.04386667922183
326,90.0,20.0,44.04386667922183
327,90.0,30.0,44.04386667922183
328,90.0,30.0,44.04386667922183
329,90.0,90.0,44.04386667922183
330,90.0,15.0,44.04386667922183
331,90.0,10.0,44.04386667922183
332,90.0,10.0,44.04386667922183
333,90.0,10.0,44.04386667922183
334,90.0,30.0,44.04386667922183
335,90.0,14.0,44.04386667922183
336,90.0,32.0,44.04386667922183
337,90.0,20.0,44.04386667922183
338,90.0,25.0,44.04386667922183
339,90.0,30.0,44.04386667922183
340,90.0,30.0,44.04386667922183
341,90.0,10.0,44.04386667922183
342,90.0,20.0,44.04386667922183
343,90.0,91.0,44.04386667922183
344,90.0,14.0,44.04386667922183
345,90.0,10.0,44.04386667922183
346,90.0,20.0,44.04386667922183
347,90.0,15.0,44.04386667922183
348,90.0,30.0,44.04386667922183
349,90.0,15.0,44.04386667922183
350,90.0,90.0,44.04386667922183
351,90.0,180.0,44.04386667922183
352,90.0,15.0,44.04386667922183
353,90.0,13.0,44.04386667922183
354,90.0,15.0,44.04386667922183
355,90.0,60.0,44.04386667922183
356,90.0,23.0,44.04386667922183
357,90.0,90.0,44.04386667922183
358,90.0,60.0,44.04386667922183
359,90.0,30.0,44.04386667922183
360,90.0,10.0,44.04386667922183
361,90.0,10.0,44.04386667922183
362,90.0,25.0,44.04386667922183
363,90.0,11.0,44.04386667922183
364,90.0,10.0,44.04386667922183
365,90.0,30.0,44.04386667922183
366,89.0,30.0,43.83229060440901
367,89.0,400.0,43.83229060440901
368,89.0,91.0,43.83229060440901
369,89.0,15.0,43.83229060440901
370,89.0,20.0,43.83229060440901
371,89.0,14.0,43.83229060440901
372,89.0,18.0,43.83229060440901
373,89.0,30.0,43.83229060440901
374,89.0,30.0,43.83229060440901
375,89.0,20.0,43.83229060440901
376,89.0,15.0,43.83229060440901
377,89.0,30.0,43.83229060440901
378,89.0,10.0,43.83229060440901
379,89.0,10.0,43.83229060440901
380,89.0,15.0,43.83229060440901
381,89.0,10.0,43.83229060440901
382,89.0,30.0,43.83229060440901
383,89.0,10.0,43.83229060440901
384,89.0,14.0,43.83229060440901
385,89.0,30.0,43.83229060440901
386,88.0,30.0,43.6207145295962
387,88.0,10.0,43.6207145295962
388,88.0,90.0,43.6207145295962
389,88.0,28.0,43.6207145295962
390,88.0,10.0,43.6207145295962
391,88.0,30.0,43.6207145295962
392,88.0,29.0,43.6207145295962
393,88.0,30.0,43.6207145295962
394,88.0,30.0,43.6207145295962
395,88.0,20.0,43.6207145295962
396,88.0,30.0,43.6207145295962
397,87.0,30.0,43.40913845478339
398,87.0,30.0,43.40913845478339
399,87.0,28.0,43.40913845478339
400,87.0,91.0,43.40913845478339
401,87.0,91.0,43.40913845478339
402,87.0,30.0,43.40913845478339
403,87.0,30.0,43.40913845478339
404,87.0,28.0,43.40913845478339
405,87.0,10.0,43.40913845478339
406,87.0,12.0,43.40913845478339
407,87.0,30.0,43.40913845478339
408,87.0,12.0,43.40913845478339
409,87.0,365.0,43.40913845478339
410,87.0,30.0,43.40913845478339
411,87.0,28.0,43.40913845478339
412,86.0,30.0,43.19756237997058
413,86.0,60.0,43.19756237997058
414,86.0,91.0,43.19756237997058
415,86.0,30.0,43.19756237997058
416,86.0,30.0,43.19756237997058
417,86.0,28.0,43.19756237997058
418,85.0,30.0,42.985986305157766
419,85.0,91.0,42.985986305157766
420,85.0,180.0,42.985986305157766
421,85.0,20.0,42.985986305157766
422,85.0,365.0,42.985986305157766
423,85.0,15.0,42.985986305157766
424,85.0,30.0,42.985986305157766
425,85.0,15.0,42.985986305157766
426,85.0,10.0,42.985986305157766
427,85.0,80.0,42.985986305157766
428,85.0,14.0,42.985986305157766
429,85.0,30.0,42.985986305157766
430,85.0,12.0,42.985986305157766
431,85.0,30.0,42.985986305157766
432,85.0,30.0,42.985986305157766
433,85.0,30.0,42.985986305157766
434,85.0,14.0,42.985986305157766
435,85.0,10.0,42.985986305157766
436,85.0,28.0,42.985986305157766
437,85.0,21.0,42.985986305157766
438,85.0,58.0,42.985986305157766
439,85.0,30.0,42.985986305157766
440,85.0,20.0,42.985986305157766
441,85.0,10.0,42.985986305157766
442,85.0,20.0,42.985986305157766
443,85.0,30.0,42.985986305157766
444,85.0,15.0,42.985986305157766
445,85.0,14.0,42.985986305157766
446,85.0,30.0,42.985986305157766
447,85.0,90.0,42.985986305157766
448,85.0,10.0,42.985986305157766
449,85.0,12.0,42.985986305157766
450,85.0,30.0,42.985986305157766
451,85.0,20.0,42.985986305157766
452,85.0,65.0,42.985986305157766
453,85.0,120.0,42.985986305157766
454,85.0,10.0,42.985986305157766
455,85.0,365.0,42.985986305157766
456,85.0,59.0,42.985986305157766
457,85.0,14.0,42.985986305157766
458,85.0,30.0,42.985986305157766
459,85.0,20.0,42.985986305157766
460,85.0,20.0,42.985986305157766
461,85.0,30.0,42.985986305157766
462,85.0,20.0,42.985986305157766
463,85.0,10.0,42.985986305157766
464,85.0,15.0,42.985986305157766
465,85.0,14.0,42.985986305157766
466,85.0,20.0,42.985986305157766
467,85.0,10.0,42.985986305157766
468,85.0,20.0,42.985986305157766
469,85.0,500.0,42.985986305157766
470,85.0,91.0,42.985986305157766
471,85.0,60.0,42.985986305157766
472,85.0,30.0,42.985986305157766
473,85.0,15.0,42.985986305157766
474,85.0,12.0,42.985986305157766
475,85.0,12.0,42.985986305157766
476,85.0,10.0,42.985986305157766
477,85.0,14.0,42.985986305157766
478,85.0,91.0,42.985986305157766
479,85.0,90.0,42.985986305157766
480,85.0,15.0,42.985986305157766
481,85.0,21.0,42.985986305157766
482,85.0,10.0,42.985986305157766
483,85.0,30.0,42.985986305157766
484,85.0,270.0,42.985986305157766
485,85.0,11.0,42.985986305157766
486,85.0,30.0,42.985986305157766
487,85.0,30.0,42.985986305157766
488,85.0,15.0,42.985986305157766
489,85.0,14.0,42.985986305157766
490,85.0,15.0,42.985986305157766
491,85.0,13.0,42.985986305157766
492,85.0,30.0,42.985986305157766
493,85.0,30.0,42.985986305157766
494,85.0,30.0,42.985986305157766
495,85.0,180.0,42.985986305157766
496,85.0,30.0,42.985986305157766
497,85.0,30.0,42.985986305157766
498,84.0,15.0,42.77441023034495
499,84.0,30.0,42.77441023034495
500,84.0,30.0,42.77441023034495
501,84.0,30.0,42.77441023034495
502,84.0,20.0,42.77441023034495
503,83.0,300.0,42.56283415553214
504,83.0,30.0,42.56283415553214
505,83.0,50.0,42.56283415553214
506,83.0,30.0,42.56283415553214
507,83.0,30.0,42.56283415553214
508,83.0,30.0,42.56283415553214
509,83.0,30.0,42.56283415553214
510,83.0,31.0,42.56283415553214
511,82.0,30.0,42.35125808071932
512,82.0,365.0,42.35125808071932
513,82.0,10.0,42.35125808071932
514,82.0,30.0,42.35125808071932
515,82.0,30.0,42.35125808071932
516,82.0,30.0,42.35125808071932
517,82.0,21.0,42.35125808071932
518,82.0,30.0,42.35125808071932
519,82.0,14.0,42.35125808071932
520,82.0,30.0,42.35125808071932
521,82.0,28.0,42.35125808071932
522,81.0,91.0,42.13968200590651
523,81.0,30.0,42.13968200590651
524,81.0,30.0,42.13968200590651
525,81.0,30.0,42.13968200590651
526,81.0,91.0,42.13968200590651
527,80.0,91.0,41.9281059310937
528,80.0,30.0,41.9281059310937
529,80.0,85.0,41.9281059310937
530,80.0,30.0,41.9281059310937
531,80.0,15.0,41.9281059310937
532,80.0,29.0,41.9281059310937
533,80.0,10.0,41.9281059310937
534,80.0,10.0,41.9281059310937
535,80.0,20.0,41.9281059310937
536,80.0,15.0,41.9281059310937
537,80.0,30.0,41.9281059310937
538,80.0,30.0,41.9281059310937
539,80.0,30.0,41.9281059310937
540,80.0,14.0,41.9281059310937
541,80.0,30.0,41.9281059310937
542,80.0,30.0,41.9281059310937
543,80.0,20.0,41.9281059310937
544,80.0,23.0,41.9281059310937
545,80.0,25.0,41.9281059310937
546,80.0,14.0,41.9281059310937
547,80.0,20.0,41.9281059310937
548,80.0,90.0,41.9281059310937
549,80.0,30.0,41.9281059310937
550,80.0,30.0,41.9281059310937
551,80.0,10.0,41.9281059310937
552,80.0,10.0,41.9281059310937
553,80.0,10.0,41.9281059310937
554,80.0,30.0,41.9281059310937
555,80.0,91.0,41.9281059310937
556,80.0,30.0,41.9281059310937
557,80.0,12.0,41.9281059310937
558,80.0,40.0,41.9281059310937
559,80.0,29.0,41.9281059310937
560,80.0,10.0,41.9281059310937
561,80.0,30.0,41.9281059310937
562,80.0,28.0,41.9281059310937
563,80.0,30.0,41.9281059310937
564,80.0,15.0,41.9281059310937
565,80.0,370.0,41.9281059310937
566,80.0,15.0,41.9281059310937
567,80.0,20.0,41.9281059310937
568,80.0,21.0,41.9281059310937
569,80.0,30.0,41.9281059310937
570,80.0,30.0,41.9281059310937
571,80.0,30.0,41.9281059310937
572,80.0,25.0,41.9281059310937
573,80.0,15.0,41.9281059310937
574,80.0,30.0,41.9281059310937
575,80.0,13.0,41.9281059310937
576,80.0,30.0,41.9281059310937
577,80.0,30.0,41.9281059310937
578,80.0,17.0,41.9281059310937
579,80.0,10.0,41.9281059310937
580,80.0,10.0,41.9281059310937
581,80.0,120.0,41.9281059310937
582,80.0,12.0,41.9281059310937
583,80.0,30.0,41.9281059310937
584,80.0,15.0,41.9281059310937
585,80.0,10.0,41.9281059310937
586,80.0,30.0,41.9281059310937
587,80.0,300.0,41.9281059310937
588,80.0,14.0,41.9281059310937
589,80.0,90.0,41.9281059310937
590,80.0,14.0,41.9281059310937
591,80.0,15.0,41.9281059310937
592,80.0,90.0,41.9281059310937
593,80.0,15.0,41.9281059310937
594,80.0,30.0,41.9281059310937
595,80.0,28.0,41.9281059310937
596,80.0,30.0,41.9281059310937
597,80.0,15.0,41.9281059310937
598,80.0,10.0,41.9281059310937
599,80.0,30.0,41.9281059310937
600,80.0,10.0,41.9281059310937
601,80.0,29.0,41.9281059310937
602,80.0,30.0,41.9281059310937
603,80.0,14.0,41.9281059310937
604,80.0,30.0,41.9281059310937
605,80.0,30.0,41.9281059310937
606,80.0,10.0,41.9281059310937
607,80.0,30.0,41.9281059310937
608,80.0,10.0,41.9281059310937
609,80.0,10.0,41.9281059310937
610,80.0,15.0,41.9281059310937
611,80.0,15.0,41.9281059310937
612,80.0,15.0,41.9281059310937
613,80.0,10.0,41.9281059310937
614,80.0,15.0,41.9281059310937
615,80.0,30.0,41.9281059310937
616,80.0,90.0,41.9281059310937
617,80.0,10.0,41.9281059310937
618,80.0,365.0,41.9281059310937
619,80.0,30.0,41.9281059310937
620,80.0,90.0,41.9281059310937
621,80.0,14.0,41.9281059310937
622,80.0,10.0,41.9281059310937
623,80.0,10.0,41.9281059310937
624,80.0,30.0,41.9281059310937
